title,company,category,status,min_edu,min_exp,description,url,imgUrl
Driver Valet,PT. VIP Group Indonesia,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver Valet at PT. VIP Group IndonesiaKualifikasiPria maksimal usia 35 tahunPendidikan minimal SMA/SMK SederajatDapat mengendarai mobil manual dan matic, mempunyai SIM A/B1Berpenampilan rapi, menarik, dan tidak berkacamataBersedia bekerja di hari libur/tanggal merah/hari besarBersedia bekerja dengan sistem shiftMampu berkomunikasi dengan baikJujur, disiplin, loyal, dan bertanggungjawabPenempatan di SemarangPersyaratan BerkasSurat Lamaran & CV, FC KTP, FC KK, FC Ijazah Terakhir, Foto Terbaru 3×4, Surat Keterangan Catatan Kepolisian (SKCK)Read Less",https://glints.com/id/en/opportunities/jobs/driver-valet/1cd59f51-4016-4eb8-8abd-0f5a1920acb8?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5e986a3419bce4f03c80a932f310e19d.jpg
Delivery,PT. Reiken Quality Tools,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Delivery at PT. Reiken Quality ToolsTanggung Jawab dan WewenangMenginformasikan waktu pengiriman dan pengambilan baik barang maupun dokumen dari supplier dan customer.Melakukan pengiriman dan pengambilan barangMelakukan pengantaran karyawan yang dinas luar meeting atau training.Tugas Utama :Mengirim dan mengambil barang dari supplier dan customerMelakukan penyetoran dan pengambilan giro dan cek ke bankMengirim dan mengambil barang jadi, barang subcontMengantar karyawan yang dinas luar, meeting atau trainingMelapor dan mengambil dokumen yang berkaitan dengan pajak ke kantor pajak pratamaMembuat laporan pekerjaan harianMambantu dan melaksanakan tugas-tugaas lain yang berhubungan dengan pengiriman, pengambilan dn pengantaran barang dan karyawan dengan instruksi atasan lansung Finance & Accounting ManagerRead Less",https://glints.com/id/en/opportunities/jobs/delivery/41a27e42-e613-4a1f-aace-93a15ae99c49?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/504adc0ec91696f8e19547fe87d68f62.png
Area Koordinator Lapangan,PT Hayookerja Abhinaya Indonesia,Supply Chain & Logistics,Daily · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Area Koordinator Lapangan at PT Hayookerja Abhinaya Indonesia1. Pria2. Usia: 23 - 30 Tahun3. Memiliki Kendaraan Bermotor dan SIM C4. Memiliki pengalaman sebagai team leader/ area coordinator min 1 tahun5. Mampu Mengoperasikan MS Office6. Suka dengan pekerjaan lapangan7. Memiliki kemampuan pendekatan personal dan komunikasi yang baik8. Memiliki kemampuan problem solving9. Penempatan TulungagungJob Desk:1. Bertanggung Jawab untuk memastikan SLA permintaan manpower client terpenuhi2. Menyelesaikan permasalahan dan kendala yang terjadi di lapangan3. Melakukan kunjungan rutin ke client - client untuk memastikan operasional berjalan dengan lancar4. Membantu tim dalam membuat komunitas pekerja di daerah - daerahRead Less,https://glints.com/id/en/opportunities/jobs/area-koordinator-lapangan/68e69959-eb0f-43cb-abba-e0723604718f?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2d7aa74297d50d6cbbfa3a85c0c8fd5b.jpg
Quality Control Electrical,PT Bannister Corporindo,Supply Chain & Logistics,Contract · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Quality Control Electrical at PT Bannister Corporindo•	Berusia maksimal 30 tahun. •	Minimal lulusan SMK Teknik Listrik, Teknik Elektro, atau setara •	Memiliki pengalaman kerja min 2 tahun di bidang yang sama. •	Memahami pengetahuan tentang alat listrik.•	Detail terhadap pekerjaan. •	Memiliki management waktu yang baik dan efisien. Read Less",https://glints.com/id/en/opportunities/jobs/quality-control-electrical/db83e6bc-a705-4086-8465-f9abd075a18c?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a820531c95818e82ddc4f4f6e0a94bdd.png
Kurir Mobil,House of Daging,Supply Chain & Logistics,Full-Time · On-site,Minimum Secondary School,1 - 3 years of experience,"Job description for Kurir Mobil at House of DagingKurir Mobil

1. ⁠Hari Kerja: Senin-Sabtu2. ⁠Jam Kerja: 04:00 Pagi - 12:00 Siang3. ⁠Tidak ada Mess3. ⁠Lokasi Kerja: Cluster Serenade, Gading Serpong

Job DescriptionsMengemudikan kendaraan pengiriman dengan aman dan bertanggung jawabMengirimkan barang sesuai pesanan dan mengikuti jadwal pengiriman tepat waktuMelakukan verifikasi terhadap barang dan pengirimanMemastikan kondisi barang tetap terjaga saat pengiriman berlangsung Membeli barang atau melakukan tuker fakturMenjaga sikap yang baik disaat bertemu dengan pelanggan

Job RequirementsMahir dan menguasai mobil manualMemiliki pengalaman dalam bidang kurir pengiriman (lebih disukai) Kemampuan fisik yang cukup untuk mengangkat barangPenempatan Gading SerpongTeliti, gesit, bertanggung jawab dan pekerja kerasWAJIB MEMILIKI SIM A AktifGaji pokokRead Less",https://glints.com/id/en/opportunities/jobs/kurir-mobil/018c5b13-ef3a-45cb-82c2-3fc72b3dd7bc?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0c07ea25d4c5a3cbb171cbaeee37d681.png
Messenger Surabaya,PT Revass Utama Medika,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Messenger Surabaya at PT Revass Utama MedikaQualification :Minimum Diploma Degree of any major Able to drive 4 and 2 wheeled vehicles Have active Sims A and C Know the Surabaya areaJob Description :Checking administrative documents by delivery documents towards goods sent or recalledSecurely delivers packages, documents, written and verbal messages, and other items to intended location or recipient in a timely mannerManages distributed in a professional and timely mannerPerforms or schedules standard maintenance on delivery vehiclesRead Less",https://glints.com/id/en/opportunities/jobs/messenger-surabaya/9dbd5f67-8c62-4500-a8e5-b62ae3b04760?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e748348cf8f606bf2a2d033e0e0f7033.png
Supervisor Logistic & Ops,Pt Orientraco Perkasa,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Supervisor Logistic & Ops at Pt Orientraco Perkasa- Picking, Checking & Packing- Ensure Speed & Efficiency- Cleanliness & Accuracy of Gudang Stock- Inward (Sending) & Outward (Receiving)- Space ManagementRequirement :- S1- Experience in Logistics- Discipline, Punctual & Hardworking- Honest & Sincere- Young & energetic- Able to work under pressureRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-logistic-and-ops/6c25f808-91fa-4cb5-8bb9-cac5d3dad250?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/967f979a4ae97cfc584c88a76c091169.png
Helper Produksi,CV SURYA PANGAN BALI,Supply Chain & Logistics,Contract · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Helper Produksi at CV SURYA PANGAN BALIDeskripsi Pekerjaan:1. Melakukan proses pengemasan 2. Proses penimbangan produk3. Pengaturan stock barangRead Less,https://glints.com/id/en/opportunities/jobs/helper-produksi/617ed3a1-ed41-4c58-aad3-9dc12267344c?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/86bbe5efa91cf2e828919e6905b5c595.jfif
Kurir,Pt Tri Unggul Bogaindo,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Kurir at Pt Tri Unggul Bogaindo1	Mencatat Ro dan jumlah nominal uang di buku kasir				2	Melakukan Loading barang bersama team Checker				3	Melakukan penyusunan barang di toko				4	Melakukan Cek kualitas produk di toko				5	Serah terima barang balik/retur dengan team checker				6	Setor uang hasil kiriman kekasir				7	Menurunkan ice pack dan disimpan ketempatnya dengan rapih				8	Motor wajib diparkirkan kembali secara rapih				9	Menjaga Kondisi kendaraan bersih setiap hari				Read Less,https://glints.com/id/en/opportunities/jobs/kurir/64879209-34a4-4eb2-aedb-b83923183542?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/de07d0558888d5936ed0e9fbdc842af0.jpg
Staff Gudang,PT. Reiken Quality Tools,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Staff Gudang at PT. Reiken Quality ToolsQualification:PriaUsia maksimal 30 tahunPendidikan D3/S-1 Teknik Informatika, Teknik MesinPengalaman kerja min 2 tahunMenguasai Ms. Office, terbiasa dengan Software Entry DataPengalaman sebagai staff gundang workshop (paham product Job Order : Cutting Tools, Jig, Part, Mold, Dies)Bisa bekerja di bawah tekananMemahami tools & sparepart yang digunakan PT. Reiken Quality ToolsMengerti proses subcountMemahami gambar teknik, bisa menggunakan alat ukurRead Less",https://glints.com/id/en/opportunities/jobs/staff-gudang/0a411533-3f67-4c56-b36e-a26348a92e19?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/504adc0ec91696f8e19547fe87d68f62.png
Supervisor Warehouse,PT Aleyah Sintasint Farma,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,3 - 5 years of experience,"Job description for Supervisor Warehouse at PT Aleyah Sintasint Farma- Berpengalaman minimal 2 tahun sebagai Supervisor Warehouse - Diutamakan berpengalaman di Industri Manufaktur/Maklon ",https://glints.com/id/en/opportunities/jobs/supervisor-warehouse/5f14ceb1-a274-4f58-aff8-ecebb1a9b612?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f9feac633c1fd7db8762f7cabf10090b.jpg
Driver Direksi,Aldmic COOPN Digital,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver Direksi at Aldmic COOPN DigitalKualifikasi :- Domisili tempat tinggal di Jakarta Barat dan sekitarnya- Usia maksimal Usia 38 tahun- Pendidikan minimal SMA/SMK/Sederajat- Pengalaman minimal 2 (dua) tahun sebagai supir pribadi- Memiliki SIM A/B/B1 dan SIM - Dapat mengendarai mobil baik manual maupun matic- Terbiasa menggunakan google map / waze.- Dapat berkomunikasi dengan baik- Sehat jasmani rohani- Sopan santun, jujur, displin, rajin dan bertanggung jawab- Memiliki fisik yang kuat, berpenampilan rapih- Menguasai area jabotabek dan sekitarnya.- Bersedia untuk bekerja lembur- Memiliki pengalaman sebagai driver taksi eksekutif lebih disukaiTugas dan tanggung jawab :- Mengantar dan menjemput sesuai permintaan user- Bertanggung jawab atas perawatan dan kebersihan serta memastikan kelengkapan kendaraan.- Mampu mengendari kendaraan aman dan nyaman.Read Less",https://glints.com/id/en/opportunities/jobs/driver-direksi/1d917113-2cba-45f1-99e2-5e4319a6a18a?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/03373b78ad6f21609529e15c227b4b32.jpeg
Staf Gudang,blackpotion roastery,Supply Chain & Logistics,Full-Time · On-site,Minimum Secondary School,Less than a year of experience,"Job description for Staf Gudang at blackpotion roasteryFULL TIMERPACKING ONLINE SHOP PERSYARATAN:WANITA 19-22 tahun• Minimal lulusan sma/smk• Bekerja 6 jam sehari senin-sabtu salary start from 40.000/hari• Mampu menggunakan social media, market place, excel, dan aplikasi android• Mampu berpakaian rapih dan bersikap sopan memiliki tempat tinggal dekat dengan daerah MUARA TIMUR• Memiliki kendaraan pribadi/ memiliki jalur yang sesuai dengan tempat kerja• Pekerjaan catat stock keluar masuk barang, mampu menangani online shop, mampu melakukan packingan barang onlineRead Less",https://glints.com/id/en/opportunities/jobs/staf-gudang/5fdce7d3-f6f8-4609-9332-1afc5819d22e?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9eb62467ee5b4cbae370c80890764df9.png
Sopir Pribadi,Pt Acc Express,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,Job description for Sopir Pribadi at Pt Acc ExpressJob DescriptionsMengemudikan kendaraan dengan aman dan bertanggung jawab.Mengantarkan user dengan rute yang ditentukan.Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin.Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.Job RequirementsMemiliki SIM (Surat Izin Mengemudi) yang validTidak merokokBerpenampilan rapi dan sopanPengalaman sebagai driver atau posisi serupa diutamakan.Pengetahuan tentang peraturan lalu lintas dan keselamatan berkendara.Memiliki sikap bertanggung jawab dan disiplin dalam menjaga jadwal.Kemampuan komunikasi yang baik dan mampu berinteraksi dengan baik dengan orang lain.Memiliki pengalaman membawa mobil Alphard  atau mobil mewah serupa lebih di utamakan Read Less,https://glints.com/id/en/opportunities/jobs/sopir-pribadi/3c371aed-8214-4993-95a3-308d6036f070?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/261da21c91ecceb1247619fbfb27ba7a.jpeg
Support Warehouse,PT. Fico Indo Rekayasa,Supply Chain & Logistics,Contract · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Support Warehouse at PT. Fico Indo RekayasaMemahami dan menguasai Gudang/Warehouse ( Checker, Loading-UnLoading Material/Consumable, Stock Gudang, 5R/5SMampu dengan cepat memahami Product KnowledgeTeliti dan bertanggung jawab atas pekerjaan yang dilakukanMemiliki komunikasi dan kordinasi yang baikMemiliki attitude yang baikRead Less",https://glints.com/id/en/opportunities/jobs/support-warehouse/ff4c4fd4-a0fe-4633-aca1-491630b45fc8?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4f5984b78d289b7ba2673385940072b9.jpg
Staf Gudang,PT ELITE GRAHACIPTA,Supply Chain & Logistics,Contract · On-site,Minimum Associate Degree,3 - 5 years of experience,"Job description for Staf Gudang at PT ELITE GRAHACIPTAKUALIFIKASI :•	Pria, usia maksimal 35 tahun•	Pendidikan minimal D3 semua jurusan•	Diutamakan memiliki pengalaman sebagai Staff gudang di perusahaan retail minimal 2 tahun•	Mampu mengoperasikan komputer dan menguasai Microsoft office ( Word , Excel , Power Point )•	Memiliki pengalaman dan pengetahuan mengenai Sistem Management Gudang dan Sistem Distribusi•	Memiliki kemampuan administrasi yang baik, detail dan teliti•	Memiliki kepribadian , jiwa kepemimpinan, kemampuan komunikasi dan interpersonal yang baik•	Giat, jujur, dapat bekerja secara mandiri dan di dalam team serta mampu bekerja di bawah tekananKUALIFIKASI :•	Pria, usia maksimal 35 tahun•	Pendidikan minimal D3 semua jurusan•	Diutamakan memiliki pengalaman sebagai Staff gudang di perusahaan retail minimal 2 tahun•	Mampu mengoperasikan komputer dan menguasai Microsoft office ( Word , Excel , Power Point )•	Memiliki pengalaman dan pengetahuan mengenai Sistem Management Gudang dan Sistem Distribusi•	Memiliki kemampuan administrasi yang baik, detail dan teliti•	Memiliki kepribadian , jiwa kepemimpinan, kemampuan komunikasi dan interpersonal yang baik•	Giat, jujur, dapat bekerja secara mandiri dan di dalam team serta mampu bekerja di bawah tekananRead Less",https://glints.com/id/en/opportunities/jobs/staf-gudang/3d43b389-0173-452f-b72b-022f2fb46593?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d6f074588ad92f452d47e770a9b14e6e.jpg
CUSTOMER RELATIONSHIP OFFICER,PT. Surya Lintas Pasifik,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for CUSTOMER RELATIONSHIP OFFICER at PT. Surya Lintas PasifikJob Description :Melayani inquiry pelanggan perusahaan secara online dan offlineMelakukan follow up ke pelanggan offline dan online perusahaanMeningkatkan performa perusahaan di marketplaceMenganalisa potensi pasar dan mengatur harga jual produkMengenalkan produk perusahaan dan promo yang diselenggarakanPosting produk, update stock barang dan harga pada program ERP dan platform E-commerce PerusahaanKualifikasi :Wanita Maks 30 tahunPendidikan Min. D3-S1 Management Bisnis / MarketingGood attitude, inovatif, kreatif dan memiliki persuasif skillMemiliki kemampuan public speakingMenguasai MS. Office dengan sangat baikMemiliki kemampuan copywritting untuk deskripsi produkMemiliki pengalaman menjadi admin atau pemilik online shop akan menjadi nilai tambahBersedia ditempatkan di Surabaya.Read Less",https://glints.com/id/en/opportunities/jobs/customer-relationship-officer/56c0af1e-a2e1-41cd-9362-1ae457c72a51?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c07e16d611a8b6118a13549370e0e909.png
Kurir Pengiriman Tabung Oksigen (Medis dan Industri),WOU GROUP,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Kurir Pengiriman Tabung Oksigen (Medis dan Industri) at WOU GROUPDiskripsi Pekerjaan : 
a. Pengantaran Tabung Oksigen dan Alat Medis ke rumah Customerb. Isi ulang tabung Oksigen Customer di Kiosc. Bongkar Muat Tabung Oksigen di Samatord. Administrasi Laporan Penjualan Kualifikasinya : 
a. Pria, mak 35 thb. Pendidikan Min SMA/SMK (Sederajat)c. Memiliki SIM A d. Bisa mengendarai mobil bermuatan e. Bersedia bekerja shift f. Memahami wilayah Yogyakarta dan sekitarnya



Read Less",https://glints.com/id/en/opportunities/jobs/kurir-pengiriman-tabung-oksigen-medis-dan-industri/561ac2fd-d7b8-4cf9-b860-560929f9b3bb?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9f223af1c636eaaa5e84864f51794774.png
Supervisor Logistik,Pt Satya Abadi Pharma,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Supervisor Logistik at Pt Satya Abadi PharmaMengawasi dan mengkoordinasikan semua aktivitas logistik, termasuk penerimaan, penyimpanan, dan distribusi barang.Menyusun rencana logistik dan strategi distribusi untuk memastikan efisiensi dan efektivitas operasional.KualifikasiMinimal Diploma dari jurusan Ekonomi / Manajemen Logistik / Hubungan InternasionalMemiliki pengalaman min. 2 tahun sebagai Supervisor Logistik (PBF / Industri Farmasi memiliki nilai plus)Komunikatif, teliti, jujur, dan memahami microsoft officeGood leadership, Warehouse Management System, memahami CDOB / CDAKBRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-logistik/5d301e45-b792-4708-b3a1-d77ddca711e8?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5243d6270f11a79a1a7c8cc624e5bfe6.png
Staff Gudang,Abadi Pompa,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Staff Gudang at Abadi PompaTugas Pokok :Bertanggung jawab untuk mengelola dan mengatur barang-barang yang masuk dan keluar dari gudang.Kualitas Utama :✅ Pendidikan minimal SMA/SMK atau setara.✅ Kemampuan fisik yang baik dan mampu mengangkat beban berat.✅ Mau belajar, disiplin, jujur dan bertanggung jawab.✅ Pengalaman kerja di gudang atau bidang terkait diutamakan.✅ Memiliki SIM A.✅ Bersedia untuk lembur (jika dibutuhkan).📌 Penempatan di Karanganyar.Benefit :✅ Gaji Pokok✅ Makan✅ Bonus/Komisi✅ Uang lemburDeskripsi Pekerjaan :✅Menerima dan memeriksa barang yang masuk ke gudang, memastikan bahwa jumlah dan kualitas barang sesuai dengan pesanan.✅Mengatur dan menyimpan barang di lokasi yang tepat dalam gudang.✅Mengambil barang sesuai dengan permintaan pengiriman.✅Menjaga kebersihan, keamanan, dan keteraturan area gudang.✅ Menyiapkan barang untuk dikirim, termasuk pengepakan dan pelabelan yang sesuai.✅Melakukan pemeriksaan kualitas barang secara berkala dan melaporkan jika ada barang yang rusak atau tidak sesuai.✅Memindahkan barang dari gudang ke gudang.Read Less",https://glints.com/id/en/opportunities/jobs/staff-gudang/ef800d28-1c4b-41c8-aa37-654afaffc0d1?utm_referrer=explore&traceInfo=75c66b5f-3d18-42d9-a629-ad3eb157505d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d346d10d428805f10e5e1c027bba7c62.jpeg
Driver,Yayasan CHIS School Denpasar,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver at Yayasan CHIS School DenpasarTanggung Jawab:Mengantar dan menjemput sesuai dengan jadwal yang telah ditentukan.Memastikan keamanan dan kenyamanan penumpang selama perjalanan, dengan mengutamakan keselamatan di setiap perjalanan.Mematuhi peraturan lalu lintas dan rute yang telah ditetapkan oleh pihak sekolah.Membantu siswa saat naik dan turun dari kendaraan, terutama untuk siswa usia dini atau yang membutuhkan bantuan khusus.Melakukan pengecekan kondisi kendaraan sebelum dan sesudah digunakan, termasuk bahan bakar, oli, kondisi ban, dan kelengkapan lain yang diperlukan.Menjaga kebersihan dan kerapihan kendaraan baik di dalam maupun di luar agar nyaman digunakan siswa.Berkomunikasi dengan pihak sekolah, orang tua siswa, atau wali kelas jika ada perubahan rute atau jadwal.Mencatat penggunaan bahan bakar, jarak tempuh, dan kebutuhan perawatan kendaraan secara berkala.Memastikan semua dokumen kendaraan seperti SIM dan STNK dalam kondisi aktif dan dapat digunakan.Kualifikasi:Pendidikan minimal SMA atau sederajat.Memiliki SIM A atau SIM yang sesuai dengan kendaraan yang digunakan, dan masih berlaku.Pengalaman minimal 1 tahun sebagai driver, lebih disukai memiliki pengalaman sebagai driver sekolah atau driver antar jemput.Memahami area atau rute jalan di sekitar lokasi sekolah.Memiliki kesabaran, ketelitian, dan kepedulian yang tinggi terhadap keamanan anak-anak.Berperilaku baik, ramah, dan sabar dalam berinteraksi dengan anak-anak.Kondisi fisik sehat dan stamina yang baik.Bersedia bekerja dengan jadwal pagi dan siang untuk antar jemput.Bersedia bergabung secepatnya.Read Less",https://glints.com/id/en/opportunities/jobs/driver/2534adb7-9227-42d0-8cdf-319d8dce3694?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f2e49d3676d65c0dd24c5a796be4db3c.jpg
Driver Operational,Clarence Institute Bali,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,Job description for Driver Operational at Clarence Institute Bali- Memastikan kendaraan dalam keadaan bersih pada pagi hari sebelum digunakan dan sore setelah selesai bertugas.- Melakukan pengecekan terhadap pemakaian oli dan jika diperlukan dibawa ke bengkel setiap bulannya.- Melaporkan kepada Staff atau bagian Administrasi setiap keluar kantor untuk bertugas sesuai permintaan.- Wajib mencantumkan foto pada CV.- Berdomisili di Bali dan siap untuk bekerja.Read Less,https://glints.com/id/en/opportunities/jobs/driver-operational/0e52ec54-4e31-4b70-b6d4-22126ffae795?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2153dd7b0764360465e21d9990066c59.jpg
Spv Warehouse dan Inventory Control,PT Cahaya Buana Intitama (Napolly),Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,Job description for Spv Warehouse dan Inventory Control at PT Cahaya Buana Intitama (Napolly)1. Mengelola barang masuk dan keluar2. Mengelola gudang sesuai dengan standar keselamatan3. Memimpin tim dalam inventarisasi stok4. Pelaporan dan dokumentasi ke atasanRead Less,https://glints.com/id/en/opportunities/jobs/spv-warehouse-dan-inventory-control/57905c08-2d9b-4ef3-b255-524f3475152f?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/258761b26d2c936a96835d684a40bfe4.jpeg
Sopir Banjarmasin,PT. Generale Facility Sulution,Supply Chain & Logistics,Contract · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Sopir Banjarmasin at PT. Generale Facility SulutionKami mencari Driver yang bertanggung jawab penuh atas pengantaran barang dari warehouse ke tempat yang dituju. Rajin, komunikatif, dan disiplin dokumentasi Tanggung Jawab : Mengambil barang dari lokasi pengirim dan mengantarkannya ke tujuan dengan aman.Memastikan barang diangkut sesuai dengan instruksi dan tata cara yang ditetapkan.Memeriksa keadaan barang sebelum pengangkutan untuk memastikan tidak ada kerusakan atau kehilangan sampai dengan tempat tujuan.Mematuhi aturan lalu lintas dan peraturan pengangkutan barang yang berlaku.Mengemudi dengan aman dan bertanggung jawab untuk menghindari kecelakaan.Melakukan pemeriksaan rutin dan perawatan kendaraan sesuai dengan jadwal yang ditetapkan.Membuat laporan pengiriman dan pengantaran barang secara akurat.Persyaratan :Memiliki SIM A dan SIM B1/B2Pengalaman sebagai driver angkut barang akan menjadi nilai tambah.Memiliki pengetahuan dasar dalam perawatan kendaraan.Mampu bekerja dengan target waktu dan deadline yang ketat.Keterampilan komunikasi yang baik dan kemampuan untuk bekerja dalam timBerdomilisi BanjarmasinRead Less",https://glints.com/id/en/opportunities/jobs/sopir-banjarmasin/6e96fd79-17cd-428e-987f-f5e19a17fba2?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ebd67d1b084d62cf95f15474572d70b4.png
