title,company,category,status,min_edu,min_exp,description,url,imgUrl
Kepala Gudang,PT Puri Pangan Utama,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Kepala Gudang at PT Puri Pangan UtamaHEAD OF WAREHOUSEHead of Warehouse/Kepala Gudang bertanggungjawab atas keseluruhan aktivitas operasional di gudang, administrasi, koordinasi penerimaan dan pengiriman barang termasuk pengelolaan terhadap kepatuhan tim terhadap prosedur Kesehatan dan keselamatan kerja.Kriteria:
- Domisili Denpasar-Bali (Mandatory/Wajib)- Pendidikan S1 diutamakan dari Manajemen/Bisnis/Administrasi/Logistik.- Sehat jasmani dan Rohani.- Mamiliki pemahaman penggunaan computer terutama aplikasi MS Office.- Memiliki kemampuan kepemimpinan, komunikasi dan koordinasi pemecahan masalah yang baik.- Berorientasi pada kerjasama tim, memiliki loyalitas dan integritas tinggi. - Diutamakan yang pernah memiliki pengalaman sebagai Head of Warehouse/Kepala Gudang. - Memiliki kendaraan sendiri dan SIM C aktifRead Less",https://glints.com/id/en/opportunities/jobs/kepala-gudang/5f6ed65e-4b9e-47f2-b561-6f26424397d9?utm_referrer=explore&traceInfo=3a62b1f8-b14b-4d53-907d-acfc3a159f5b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/00919b8df0b5db3e669210a580e75f31.jpg
HELPER GUDANG,CKP Textile,Supply Chain & Logistics,Full-Time · On-site,Minimum Secondary School,Less than a year of experience,"Job description for HELPER GUDANG at CKP TextileTugas dan Tanggung Jawab Helper GudangMembantu proses penerimaan barang dari supplier atau pihak lain, seperti melakukan pengecekan kuantitas dan kualitas barang, mencatat nomor batch atau kode produksi, dan menempatkan barang di lokasi yang sesuai.Membantu proses penyimpanan barang di gudang, seperti melakukan penataan dan pengelompokan barang berdasarkan jenis, ukuran, atau tanggal kadaluarsa, serta memastikan barang tidak rusak atau hilang.Membantu proses pengeluaran barang dari gudang, seperti melakukan picking atau pemilihan barang sesuai dengan permintaan pelanggan atau bagian lain, melakukan packing atau pengemasan barang dengan rapi dan aman, serta mencatat nomor resi atau surat jalan.Membantu proses pengiriman barang ke pelanggan atau pihak lain, seperti membawa barang ke kendaraan pengangkut, membantu proses bongkar muat barang, serta memastikan barang sampai ke tujuan dengan baik.Melakukan stock opname atau pengecekan stok barang secara berkala, seperti menghitung jumlah fisik barang, mencocokkan dengan data sistem, serta melaporkan perbedaan atau ketidaksesuaian stok jika ada.Melakukan perawatan dan pemeliharaan fasilitas dan peralatan gudang, seperti membersihkan rak-rak penyimpanan, mesin forklift, timbangan, scanner barcode, serta melakukan perbaikan jika ada kerusakan.Menjaga kebersihan, kerapihan, dan keamanan lingkungan gudang, seperti membersihkan lantai, dinding, atap, pintu, jendela, serta mengunci gudang saat tidak digunakan.Menjaga kesehatan dan keselamatan kerja di gudang, seperti menggunakan alat pelindung diri (APD), mengikuti prosedur kerja yang benar, serta melaporkan kecelakaan kerja jika ada.Melakukan tugas-tugas lain yang diberikan oleh atasan atau manajer gudang sesuai dengan kebutuhan.Kualifikasi Helper GudangMemiliki pengalaman kerja minimal 1 tahun di bidang logistik atau gudangMampu mengoperasikan alat bantu angkut seperti forklift, hand pallet, dllMampu bekerja secara tim dan berkomunikasi dengan baikMampu bekerja di bawah tekanan dan targetBersedia bekerja shift dan lembur jika diperlukanMemiliki kesehatan fisik dan mental yang baikMemiliki integritas, disiplin, dan tanggung jawabRead Less",https://glints.com/id/en/opportunities/jobs/helper-gudang/9692ddae-28ad-40a0-9db4-a886c55933c9?utm_referrer=explore&traceInfo=3a62b1f8-b14b-4d53-907d-acfc3a159f5b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/acd12bbb647794e639ee026327f716b2.png
Staff Picker,PT Altama Surya Anugerah,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Staff Picker at PT Altama Surya AnugerahDeskripsi PekerjaanMengumpulkan dan mengelompokkan barang sesuai dengan picking list; memeriksa dan menghitung kembali jumlah barang; melaporkan barang yang kuantitas fisiknya tidak sesuai dengan kartu stok atau adanya kemasan yang rusak kepada atasan/melakukan koordinasi dengan tim Replenishment apabila barang tidak tersedia; menyerahkan dan mengelompokkan barang di area antrian inspeksi sesuai dengan tujuan pengiriman; mencatat hasil kerja ke dalam Kertas Kerja dan melaporkan ke atasan.Mengerjakan tugas lainnya yang diberikan atasan (termasuk tugas berupa project) untuk kepentingan perusahaan.KualifikasiMin. SMU SederajatProuct KnowledgeKeahlian menggunakan Ms. Office (Excel, Word)Ditempatkan di Muara BaruRead Less",https://glints.com/id/en/opportunities/jobs/staff-picker/dafbc449-9358-4b5d-947d-1c04112d0565?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c97879b0ded7f575b7d31733e093ea69.jpg
Chief Warehouse,PT Pungkook Indonesia One,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Chief Warehouse at PT Pungkook Indonesia OneMinimal lulusan D3/S1 Semua JurusanMinimal pengalaman 3 tahun sebagai Chief Warehouse dibidang manufakturBahasa Inggris aktif dan komunikatifMampu bekerja sama individu maupun timMenguasai Ms. OfficeSadar akan pentingnya kesehatan, keamanan & keselamatan di tempat kerjaBersedia ditempatkan di Kab. Grobogan, Jawa TengahRead Less",https://glints.com/id/en/opportunities/jobs/chief-warehouse/c5c3f46d-4e47-4632-b4f1-cbca2a32dbac?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ffb8972050ea5ec639424205d5c2db6f.jpg
Penanggung jawab Alat Kesehatan,PT Kreasiboga Primatama,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Penanggung jawab Alat Kesehatan at PT Kreasiboga PrimatamaJobdesk :Melaksanakan pedoman Cara Distribusi Alat Kesehatan yang Baik (CDAKB) yang meliputi : pengadaan, penyimpanan, pelaporan, dan penyaluran alat kesehatan sesuai persyaratan muu pedoman teknis CDAKB, serta melakukan pendampingan ketika pemeriksaan oleh Kementrian Kesehatan dan Dinas Kesehatan.

Kualifikasi :Pendidikan Profesi ApotekerMemiliki pengalaman PKPA di Pedagang Besar Farmasi (PBF) atau bidang yang samaMampu mengoperasikan microsoft office & SAPMemiliki STRA & sertifikat kompetensi yang masih berlakuMemiliki pemahaman tentang alur distribusi barangMemahami proses bisnis Pedagang Besar Farmasi (PBF)Menguasai teknik negosiasi dengan sangat baikMemiliki pemahaman CDOB & CDAKBMemiliki pemahaman terkait peraturan Kemenkes mengenai PBFMemiliki pengetahuan supply chain management dan inventory managementRead Less",https://glints.com/id/en/opportunities/jobs/penanggung-jawab-alat-kesehatan/495bf7e0-e998-452e-a710-7d8e9f089fd7?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ad6706ff0b4e903dde0973bf4625ce97.jpg
Koordinator dan Staff Gudang Dingin - Surakarta (2 lowongan),PT Makmur Mandiri Abadi,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Koordinator dan Staff Gudang Dingin - Surakarta (2 lowongan) at PT Makmur Mandiri AbadiAda 2 lowongan:Koordinator gudang dinginstaff gudang dinginKUALIFIKASIPria maksimal umur 34 tahunPendidikan minimal SMA/SMK (staff) atau D3 (koordinator)Berpengalaman dalam pengelolaan gudang diutamakanMampu mengelola administrasi barang dan data secara manual dan sistem komputer (KHUSUS KOORDINATOR)Disiplin dan berintegritasBiasa bekerja dalam timMempunyai kebiasaan rapi dan tertataKondisi fisik dan mental yang kuatDESKRIPSI PEKERJAANMelakukan pengelolaan barang in out gudang dinginMelakukan administrasi barang in out gudang dingin (KHUSUS KOORDINATOR)Mengkoordinir tim terkait (KHUSUS KOORDINATOR)Melakukan stock opnameBENEFIT KARYAWANGaji pokokInsentifBPJS KesehatanBPJS Tenaga KerjaPenempatan SURAKARTARead Less,https://glints.com/id/en/opportunities/jobs/koordinator-dan-staff-gudang-dingin-surakarta-2-lowongan/6098baf4-6bc3-418d-afb2-c3f7901cbe04?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/86aa55354a868926dc0fa45c4f5734ec.png
Sopir Taksi Airport,PT. Bluebird Tbk,Supply Chain & Logistics,Full-Time · Hybrid,Minimum Primary School,Less than a year of experience,Job description for Sopir Taksi Airport at PT. Bluebird TbkJob DescriptionsMengemudikan kendaraan dengan aman dan bertanggung jawab.Mengantarkan barang atau karyawan ke tujuan sesuai dengan rute yang ditentukan.Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin.Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.Job RequirementsMemiliki SIM (Surat Izin Mengemudi) yang validPengalaman sebagai driver atau posisi serupa diutamakan.Pengetahuan tentang peraturan lalu lintas dan keselamatan berkendara.Memiliki sikap bertanggung jawab dan disiplin dalam menjaga jadwal.Kemampuan komunikasi yang baik dan mampu berinteraksi dengan baik dengan orang lain.Read Less,https://glints.com/id/en/opportunities/jobs/sopir-taksi-airport/74c0d6cf-1bd9-49ff-8901-dd7409ec7d78?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/84901f3d51af548a2e64167c6e468798.jpeg
Supervisor Logistik,PT ABADI TIMUR MANDIRI,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Supervisor Logistik at PT ABADI TIMUR MANDIRIDeskripsi PekerjaanMelakukan pengawasan & memastikan kelancaran kegiatan logistik, termasuk penerimaan dan penyimpanan.Menyusun laporan rutin terkait operasional logistik dan kinerja tim.Mengembangkan dan menerapkan strategi untuk meningkatkan efisiensi proses logistik.Menyusun, mengimplementasikan, dan mengawasi prosedur kerja yang sesuai dengan standar ISO untuk operasional logistik.KualifikasiPendidikan minimal S1 dibidang logistik, manajemen, atau bidang terkaitMemiliki pengalaman minimal 3 tahun dibidang logistik dan pernah menjadi leaderMemiliki kemampuan leadershipMampu berkomunikasi dengan aktifMemahami standar  ISO 9001, 45001, 14001 diutamakanRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-logistik/125a32bf-58f8-40b8-8556-d1728e442db4?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9f042d681e40e3a28f3bcd3a177b2f87.jpeg
Kurir Pengiriman,HR PHOTO STUDIO,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Kurir Pengiriman at HR PHOTO STUDIOUmur 18-30 TahunPendidikan SMK/SMA sederajatMemiliki motor sendiriMemiliki SIM C aktifMemiliki SIM A AKtif (diutamakan)Dapat mengendarai mobil Grandmax lebih diutamakanPengalaman Minimal 1 TahunKreatif dan inovatifSiap bekerja dengan shiftSiap bekerja dalam tekananPenampilan RapihRead Less,https://glints.com/id/en/opportunities/jobs/kurir-pengiriman/d30a00e0-51f4-4e5a-a3f2-8e3d06e50bd9?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/573d5e9cd0431dea1521e95ff94e1c1b.png
Logistik,PT Amanah Amarta,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,Job description for Logistik at PT Amanah AmartaMenentukan sistem logistics management yang dipakai.Menentukan moda transportasi yang akan dipakai untuk proses pengiriman.Membuat rancangan organisasi logistik.Menentukan lokasi pergudangan pada lokasi terbaik.Stock Opname Barang Masuk keluar Gudang Menentukan kegiatan operasional gudang.Read Less,https://glints.com/id/en/opportunities/jobs/logistik/4e0718d8-eff6-4b25-b529-1352703f37df?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c0c176a975ed8b41820ce45557972470.jpg
Sopir Mobil,CV. Johnson Farm,Supply Chain & Logistics,Full-Time · On-site,Minimum Secondary School,1 - 3 years of experience,"Job description for Sopir Mobil at CV. Johnson FarmJob Descriptions•	Mengemudikan kendaraan dengan aman dan bertanggung jawab.•	Mengantarkan barang atau karyawan ke tujuan sesuai dengan rute yang ditentukan.•	Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin.•	Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.Job Requirements•	Memiliki SIM A (Surat Izin Mengemudi) yang valid•	Pengalaman sebagai driver atau posisi serupa diutamakan.•	Pengetahuan tentang peraturan lalu lintas dan keselamatan berkendara.•	Memiliki sikap bertanggung jawab dan disiplin dalam menjaga jadwal.•	Kemampuan komunikasi yang baik dan mampu berinteraksi dengan baik dengan orang lain.Diutamakan domisili Kab. Bandung : Ciparay, Majalaya, Pacet, dan ArjasariPenempatan : Cabang CiparayRead Less",https://glints.com/id/en/opportunities/jobs/sopir-mobil/2b67aaec-4eda-4693-bc3c-11194600a5f0?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8c8df3fb7e902f5ec5a80e2bd6e5776b.png
Supply Chain Manager,Hyphens Pharma Indonesia,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,5 - 10 years of experience,"Job description for Supply Chain Manager at Hyphens Pharma IndonesiaWork Location: HO - Secure Building, Halim Perdana Kusuma, Jakarta TimurBachelor’s degree in logistic/transportation, economy or accounting or business managementMinimal 5 years of experience in downstream supply chain (warehouse/logistics), preferably from a distribution/retail industry with managerial experience.Strong understanding of logistic, warehouse, & inventory management.Financial literacyExperience managing mid to large scale projects, e.g. cross-functionally or cross-country.Familiar with ERP, WMS, SAP, MES and other system logic and operation - Strong data analysis ability.Strong interpersonal & communication skills (Indonesia & English, both verbal and written) - Mastering in using Microsoft Office toolsRead Less",https://glints.com/id/en/opportunities/jobs/supply-chain-manager/01d755c1-a959-4a30-9a3d-4cf70391d603?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/31b1163de654a569dbd657682f737246.jpeg
Staff Gudang,PT Solo Gren Foodindo,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Staff Gudang at PT Solo Gren FoodindoLaki-lakiMaksimal umur 35 tahunLulusan SMA/SederajatBisa mengendarai mobil lebih disukaiTahan dengan suhu dinginBisa bergabung secepatnya Disiplin, cekatan dan tanggung jawab Read Less",https://glints.com/id/en/opportunities/jobs/staff-gudang/88b267ed-a9b5-42f6-b40c-c273fa499f56?utm_referrer=explore&traceInfo=6f2f0afd-c80f-4444-b72b-ed63083dacd5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/58c0f86f713cd8792d74a96f54c5c2d0.png
